22.000000+6.488793j,22.000000+6.787004j,24.000000+6.817392j,22.000000+6.827376j,20.000000+6.832618j,19.000000+6.830657j,21.000000+6.825671j,19.000000+6.825753j,18.000000+6.819632j,18.000000+6.829132j,17.000000+6.831342j,16.000000+6.829576j,14.000000+6.836796j,15.000000+6.827572j,14.000000+6.825860j,15.000000+6.823907j,15.000000+6.818765j,14.000000+6.831333j,13.000000+6.821005j,12.000000+6.826551j,14.000000+6.819465j,14.000000+6.819126j,12.000000+6.822553j,12.000000+6.819568j,12.000000+6.821681j,12.000000+6.819266j,11.000000+6.820266j,12.000000+6.817711j,11.000000+6.815294j,10.000000+6.815658j,10.000000+6.811318j,9.000000+6.814022j,10.000000+6.810891j,10.000000+6.811359j,9.000000+6.810171j,9.000000+6.809718j,9.000000+6.809018j,9.000000+6.807772j,8.000000+6.806637j,10.000000+6.804139j,11.000000+6.805309j,13.000000+6.805534j,12.000000+6.804436j,11.000000+6.801428j,12.000000+6.800600j,12.000000+6.798968j,10.000000+6.799838j,10.000000+6.799801j,10.000000+6.798452j,9.000000+6.797489j,11.000000+6.798940j,9.000000+6.796004j,10.000000+6.793172j,8.000000+6.792455j,8.000000+6.792978j,9.000000+6.791875j,13.000000+6.788829j,9.000000+6.789517j,10.000000+6.790973j,9.000000+6.786835j,8.000000+6.788064j,9.000000+6.791967j,8.000000+6.790183j,8.000000+6.788579j,8.000000+6.785014j,8.000000+6.781766j,8.000000+6.783051j,8.000000+6.787760j,10.000000+6.785243j,7.000000+6.788075j,9.000000+6.787527j,7.000000+6.786338j,7.000000+6.781496j,7.000000+6.780361j,7.000000+6.784905j,9.000000+6.790575j,9.000000+6.791059j,7.000000+6.787703j,7.000000+6.784837j,7.000000+6.783737j,7.000000+6.789477j,8.000000+6.792225j,7.000000+6.788765j,7.000000+6.789360j,7.000000+6.792061j,7.000000+6.792575j,7.000000+6.793512j,7.000000+6.794713j,7.000000+6.796031j,7.000000+6.797412j,7.000000+6.798813j,7.000000+6.800131j,7.000000+6.801790j,7.000000+6.803106j,7.000000+6.804509j,7.000000+6.806128j,7.000000+6.807483j,7.000000+6.809005j,7.000000+6.810249j,7.000000+6.811809j,7.000000+6.813250j,7.000000+6.815119j,7.000000+6.816898j,7.000000+6.818785j,7.000000+6.818688j,7.000000+6.815929j,7.000000+6.813735j,8.000000+6.820056j,7.000000+6.810182j,7.000000+6.808863j,7.000000+6.805554j,7.000000+6.797864j,7.000000+6.787924j,7.000000+6.778069j,7.000000+6.762460j,7.000000+6.742368j,7.000000+6.717587j,7.000000+6.685927j,7.000000+6.645003j,7.000000+6.594401j,7.000000+6.528693j,7.000000+6.445553j,7.000000+6.338455j,7.000000+6.200292j,7.000000+6.019685j,7.000000+5.780572j,7.000000+5.457179j,7.000000+5.006865j,7.000000+4.359530j
0.002923+1.000000j,0.003008+1.000000j,0.003096+1.000000j,0.003187+1.000000j,0.003280+1.000000j,0.003376+1.000000j,0.003475+1.000000j,0.003577+1.000000j,0.003681+1.000000j,0.003789+1.000000j,0.003900+1.000000j,0.004013+1.000000j,0.004131+1.000000j,0.004252+1.000000j,0.004376+1.000000j,0.004505+1.000000j,0.004637+1.000000j,0.004773+1.000000j,0.004911+1.000000j,0.005056+1.000000j,0.005204+1.000000j,0.005356+1.000000j,0.005513+1.000000j,0.005674+1.000000j,0.005840+1.000000j,0.006011+1.000000j,0.006187+1.000000j,0.006369+1.000000j,0.006555+1.000000j,0.006747+1.000000j,0.006944+1.000000j,0.007148+1.000000j,0.007357+1.000000j,0.007573+1.000000j,0.007794+1.000000j,0.008023+1.000000j,0.008257+1.000000j,0.008499+1.000000j,0.008748+1.000000j,0.009004+1.000000j,0.009268+1.000000j,0.009539+1.000000j,0.009818+1.000000j,0.010106+1.000000j,0.010402+1.000000j,0.010706+1.000000j,0.011020+1.000000j,0.011343+1.000000j,0.011675+1.000000j,0.012017+1.000000j,0.012369+1.000000j,0.012731+1.000000j,0.013104+1.000000j,0.013488+1.000000j,0.013883+1.000000j,0.014290+1.000000j,0.014709+1.000000j,0.015139+1.000000j,0.015583+1.000000j,0.016039+1.000000j,0.016509+1.000000j,0.016993+1.000000j,0.017490+1.000000j,0.018003+1.000000j,0.018530+1.000000j,0.019073+1.000000j,0.019632+1.000000j,0.020207+1.000000j,0.020799+1.000000j,0.021408+1.000000j,0.022036+1.000000j,0.022681+1.000000j,0.023345+1.000000j,0.024029+1.000000j,0.024733+1.000000j,0.025267+1.000000j,0.026120+1.000000j,0.026971+1.000000j,0.027762+1.000000j,0.028575+1.000000j,0.029412+1.000000j,0.030274+1.000000j,0.031161+1.000000j,0.032074+1.000000j,0.033013+1.000000j,0.033980+1.000000j,0.034976+1.000000j,0.036001+1.000000j,0.037055+1.000000j,0.038141+1.000000j,0.039258+1.000000j,0.040409+1.000000j,0.041593+1.000000j,0.042811+1.000000j,0.044065+1.000000j,0.045356+1.000000j,0.046685+1.000000j,0.048053+1.000000j,0.049461+1.000000j,0.050909+1.000000j,0.052401+1.000000j,0.053936+1.000000j,0.055516+1.000000j,0.057142+1.000000j,0.058815+1.000000j,0.060538+1.000000j,0.062311+1.000000j,0.064135+1.000000j,0.066013+1.000000j,0.067945+1.000000j,0.069933+1.000000j,0.071979+1.000000j,0.074084+1.000000j,0.076249+1.000000j,0.078476+1.000000j,0.080766+1.000000j,0.083120+1.000000j,0.085539+1.000000j,0.088024+1.000000j,0.090574+1.000000j,0.093190+1.000000j,0.095871+1.000000j,0.098615+1.000000j,0.101421+1.000000j,0.104290+1.000000j,0.107231+1.000000j,0.110272+1.000000j,0.113478+1.000000j,0.116975+1.000000j
-0.001726-1.571705j,-0.001786-1.581004j,-0.001438-1.438691j,-0.001926-1.572814j,-0.002487-1.738847j,-0.002813-1.819619j,-0.002335-1.642932j,-0.003078-1.818260j,-0.003484-1.916427j,-0.003641-1.919417j,-0.004181-2.038092j,-0.004755-2.172624j,-0.006221-2.469971j,-0.005628-2.300641j,-0.006547-2.466669j,-0.006090-2.299881j,-0.006227-2.301485j,-0.007261-2.462354j,-0.008321-2.668802j,-0.009682-2.872279j,-0.007823-2.456601j,-0.008036-2.451509j,-0.010638-2.869695j,-0.010896-2.872630j,-0.011211-2.866505j,-0.011523-2.861216j,-0.013540-3.127463j,-0.012162-2.848832j,-0.014282-3.116713j,-0.016924-3.433183j,-0.017328-3.429338j,-0.020630-3.811082j,-0.018304-3.415637j,-0.018805-3.407723j,-0.022389-3.795842j,-0.023026-3.789791j,-0.023666-3.781871j,-0.024295-3.770603j,-0.029316-4.259094j,-0.022045-3.350097j,-0.027642-3.893945j,-0.024269-3.451220j,-0.028097-3.764428j,-0.032634-4.128369j,-0.029432-3.725823j,-0.030261-3.717232j,-0.039556-4.484062j,-0.041182-4.514916j,-0.042469-4.511749j,-0.049852-5.021856j,-0.038416-3.973462j,-0.052481-4.984959j,-0.046677-4.414838j,-0.062536-5.499286j,-0.064689-5.514087j,-0.058021-4.893939j,-0.051648-4.328812j,-0.060554-4.821283j,-0.070739-5.312507j,-0.062782-4.721412j,-0.075885-5.397066j,-0.071076-4.956079j,-0.080190-5.362324j,-0.081623-5.303438j,-0.082850-5.232089j,-0.084588-5.184961j,-0.086866-5.162135j,-0.113892-6.326491j,-0.096081-5.323652j,-0.111872-5.926628j,-0.115488-5.921563j,-0.115073-5.750671j,-0.118673-5.743228j,-0.120586-5.663786j,-0.121611-5.547980j,-0.171947-7.420759j,-0.175469-7.309629j,-0.129480-5.378246j,-0.131690-5.302312j,-0.133837-5.222715j,-0.135908-5.139339j,-0.161919-5.837013j,-0.139778-4.960687j,-0.141485-4.863191j,-0.143126-4.763242j,-0.144661-4.659901j,-0.145922-4.548756j,-0.147027-4.433535j,-0.147918-4.313099j,-0.148572-4.187217j,-0.148942-4.055184j,-0.149499-3.928863j,-0.148701-3.771576j,-0.148450-3.629354j,-0.147865-3.481404j,-0.145651-3.300222j,-0.144053-3.135825j,-0.141547-2.955730j,-0.139237-2.783337j,-0.134972-2.576385j,-0.130896-2.378283j,-0.125572-2.162091j,-0.120838-1.962293j,-0.113579-1.723651j,-0.107656-1.514749j,-0.098841-1.263977j,-0.103456-1.235592j,-0.064899-0.530560j,-0.072884-0.565584j,-0.058433-0.261935j,-0.043191+0.041643j,-0.028756+0.322496j,-0.022151+0.487390j,0.003492+0.897281j,0.022076+1.199270j,0.041140+1.494762j,0.063081+1.812465j,0.085377+2.120351j,0.104331+2.376471j,0.134416+2.744154j,0.158160+3.025813j,0.187063+3.347604j,0.214504+3.638147j,0.246196+3.955347j,0.275770+4.234792j,0.307478+4.517695j,0.340523+4.794193j,0.191940+3.448425j,0.203281+3.538696j
-0.002610-0.305291j,-0.002681-0.296031j,-0.002592-0.376753j,-0.002844-0.298659j,-0.003048-0.175452j,-0.003182-0.107966j,-0.003169-0.249072j,-0.003347-0.101592j,-0.003456-0.008072j,-0.003533+0.000374j,-0.003572+0.133375j,-0.003560+0.301861j,-0.002966+0.750933j,-0.003534+0.482239j,-0.003172+0.748369j,-0.003624+0.493515j,-0.003753+0.497102j,-0.003298+0.758154j,-0.002683+1.132095j,-0.001561+1.550735j,-0.003658+0.754306j,-0.003770+0.748449j,-0.001517+1.564807j,-0.001622+1.574110j,-0.001656+1.565733j,-0.001710+1.558521j,0.000651+2.195239j,-0.001836+1.540878j,0.000626+2.178297j,0.004692+3.053795j,0.004653+3.046530j,0.011137+4.274503j,0.004891+3.022287j,0.005000+3.007332j,0.012020+4.251872j,0.012387+4.243149j,0.012724+4.227864j,0.012987+4.200023j,0.025758+6.058287j,0.005629+2.899889j,0.015932+4.523135j,0.006282+3.045390j,0.013172+4.009604j,0.023154+5.286360j,0.013504+3.928608j,0.013969+3.920276j,0.037952+6.774422j,0.040802+6.924352j,0.042206+6.912748j,0.066381+9.280983j,0.025716+4.903882j,0.069687+9.176561j,0.045032+6.618832j,0.106620+12.094483j,0.111293+12.190800j,0.075754+8.858901j,0.045496+6.125435j,0.077874+8.622423j,0.114732+10.999095j,0.078614+8.275753j,0.129761+11.774364j,0.104701+9.585281j,0.137149+11.656241j,0.137978+11.418482j,0.138042+11.133316j,0.139751+10.948125j,0.143546+10.880616j,0.281151+18.033809j,0.161948+11.353690j,0.248991+15.656171j,0.243402+14.969233j,0.249461+14.840142j,0.258278+14.836703j,0.259601+14.483893j,0.257087+13.963784j,0.523219+25.374101j,0.528478+24.698778j,0.269199+13.287373j,0.271287+12.981963j,0.273022+12.666474j,0.274375+12.341121j,0.392701+16.206013j,0.275807+11.661496j,0.275576+11.299787j,0.275067+10.937178j,0.274151+10.570473j,0.272245+10.183546j,0.269811+9.792355j,0.266686+9.393793j,0.262828+8.988453j,0.258132+8.575454j,0.254114+8.195345j,0.246053+7.730413j,0.239847+7.330591j,0.232816+6.929665j,0.221546+6.454495j,0.212295+6.047928j,0.201051+5.623167j,0.190640+5.239821j,0.176168+4.804958j,0.162732+4.418760j,0.147375+4.029040j,0.133791+3.698639j,0.116464+3.342144j,0.102135+3.061279j,0.084366+2.768688j,0.082884+2.673552j,0.061097+2.587364j,0.037537+2.172146j,0.019253+2.038895j,0.002723+1.971101j,-0.011277+1.960700j,-0.022918+1.923222j,-0.034226+2.117520j,-0.042290+2.300293j,-0.047675+2.540231j,-0.048955+2.880078j,-0.046700+3.276961j,-0.044389+3.635239j,-0.027793+4.306743j,-0.013781+4.856525j,0.011130+5.585862j,0.038627+6.303750j,0.078224+7.183626j,0.119443+8.016723j,0.170204+8.935481j,0.229500+9.904481j,-0.127638+4.326547j,-0.124355+4.454945j
-0.001663+0.311611j,-0.001698+0.320780j,-0.001966+0.186066j,-0.001763+0.314716j,-0.001420+0.482702j,-0.001235+0.568036j,-0.001750+0.386445j,-0.001180+0.567695j,-0.000885+0.672004j,-0.000834+0.674356j,-0.000344+0.796906j,0.000225+0.932819j,0.002136+1.201414j,0.001067+1.059217j,0.002211+1.200397j,0.001334+1.052704j,0.001313+1.053928j,0.002606+1.185970j,0.003932+1.319157j,0.005734+1.406357j,0.002715+1.181573j,0.002781+1.178021j,0.006336+1.383565j,0.006440+1.381164j,0.006628+1.376363j,0.006807+1.373063j,0.009159+1.341268j,0.007165+1.365487j,0.009638+1.336651j,0.011968+1.071310j,0.012250+1.070973j,0.013320+0.331475j,0.012916+1.066655j,0.013263+1.066199j,0.014359+0.310049j,0.014706+0.301162j,0.015072+0.298162j,0.015506+0.310140j,0.011008-1.587191j,0.015468+1.059539j,0.018043+0.203130j,0.017602+1.128899j,0.019694+0.639297j,0.019338-0.351490j,0.020471+0.635643j,0.020880+0.614895j,0.014633-2.071873j,0.013343-2.313287j,0.013773-2.291693j,-0.007620-5.893216j,0.022475-0.255704j,-0.008612-5.866046j,0.015983-2.079810j,-0.061765-12.137737j,-0.066426-12.382850j,-0.008170-5.525870j,0.024056-1.282314j,-0.007895-5.329688j,-0.052282-9.423432j,-0.006019-4.961816j,-0.078629-11.921872j,-0.040432-7.654243j,-0.083737-11.791629j,-0.082636-11.437246j,-0.080823-11.019978j,-0.080546-10.741163j,-0.083552-10.698125j,-0.395942-30.108232j,-0.085239-10.677071j,-0.301787-23.805771j,-0.235054-19.659224j,-0.295361-22.150555j,-0.308139-22.218074j,-0.307092-21.529469j,-0.299282-20.490049j,-0.931372-52.342056j,-0.934273-50.480053j,-0.311747-19.315102j,-0.312613-18.766649j,-0.312993-18.204721j,-0.312864-17.630190j,-0.562421-27.465808j,-0.310981-16.446247j,-0.308771-15.822860j,-0.306365-15.206293j,-0.303574-14.590192j,-0.299499-13.943526j,-0.294943-13.297632j,-0.289701-12.646615j,-0.283763-11.991690j,-0.277037-11.331246j,-0.271807-10.739439j,-0.261270-10.000828j,-0.254034-9.388252j,-0.246261-8.780058j,-0.233543-8.045978j,-0.224348-7.438822j,-0.213476-6.802894j,-0.204523-6.241690j,-0.191793-5.588057j,-0.181413-5.016568j,-0.170166-4.429464j,-0.161967-3.939827j,-0.151475-3.377850j,-0.145099-2.942515j,-0.137296-2.438301j,-0.141600-2.475401j,-0.145805-1.244414j,-0.127851-1.274116j,-0.127273-0.803584j,-0.129696-0.357800j,-0.135064+0.022931j,-0.139386+0.161977j,-0.153488+0.786582j,-0.166754+1.205628j,-0.181946+1.627261j,-0.200044+2.134816j,-0.219114+2.662152j,-0.235823+3.083039j,-0.259345+3.931675j,-0.276996+4.575552j,-0.294823+5.477592j,-0.307935+6.366814j,-0.317272+7.523691j,-0.319261+8.639756j,-0.313400+9.936303j,-0.297539+11.371554j,-0.331975+1.797245j,-0.336695+1.713404j
-0.000175+0.495021j,-0.000170+0.497987j,-0.000663+0.402775j,-0.000126+0.492352j,0.000540+0.583061j,0.000915+0.623251j,0.000179+0.534950j,0.001103+0.615381j,0.001571+0.648804j,0.001681+0.643441j,0.002289+0.658432j,0.002905+0.648993j,0.004259+0.510000j,0.003744+0.610647j,0.004478+0.505214j,0.004030+0.593780j,0.004109+0.591823j,0.004872+0.484555j,0.005365+0.273759j,0.005529-0.028052j,0.005254+0.481601j,0.005398+0.482000j,0.005863-0.049983j,0.006043-0.058358j,0.006196-0.055896j,0.006365-0.054095j,0.005220-0.589411j,0.006720-0.048150j,0.005539-0.583166j,0.001993-1.378686j,0.002241-1.371507j,-0.004987-2.440920j,0.002341-1.359554j,0.002407-1.351810j,-0.005316-2.412623j,-0.005518-2.403477j,-0.005661-2.388045j,-0.005779-2.374878j,-0.019564-3.340577j,0.002882-1.290358j,-0.006948-2.546858j,0.004750-1.253871j,-0.001990-2.067119j,-0.013067-3.016115j,-0.001898-2.009041j,-0.002106-1.999287j,-0.028342-3.653548j,-0.030072-3.590412j,-0.031353-3.610450j,-0.048160-3.111445j,-0.013771-2.710864j,-0.049376-2.936511j,-0.033460-3.476895j,-0.038472+2.066497j,-0.037386+2.371754j,-0.054326-2.922770j,-0.030009-3.308541j,-0.055133-2.789776j,-0.059181-0.921224j,-0.056076-2.752963j,-0.040790+2.433549j,-0.051507-0.951154j,-0.042557+2.418648j,-0.043997+2.256587j,-0.045040+2.087545j,-0.047097+1.925527j,-0.046912+2.000236j,0.346074+32.096660j,-0.072822+0.617298j,0.206615+22.463842j,0.033859+11.165837j,0.197113+20.602530j,0.208542+20.779151j,0.206203+20.033575j,0.197437+18.867381j,1.058234+71.674824j,1.058551+68.647824j,0.206896+17.767302j,0.207078+17.220457j,0.206923+16.662731j,0.206416+16.095241j,0.509661+30.909506j,0.204295+14.934574j,0.202247+14.325187j,0.200194+13.728802j,0.197952+13.137770j,0.194641+12.516345j,0.191051+11.900553j,0.186975+11.283489j,0.182398+10.666401j,0.177216+10.047382j,0.173632+9.508120j,0.165000+8.811163j,0.159667+8.255972j,0.153868+7.708164j,0.143158+7.030580j,0.135857+6.491294j,0.126700+5.926160j,0.119289+5.440573j,0.107466+4.868987j,0.097586+4.384386j,0.085899+3.893925j,0.076937+3.499059j,0.063625+3.055347j,0.054508+2.724920j,0.040843+2.362244j,0.053518+2.299263j,0.002611+2.407083j,0.008631+1.605836j,-0.009785+1.396316j,-0.028356+1.251237j,-0.044340+1.159681j,-0.044417+1.031333j,-0.079052+1.117260j,-0.099465+1.180338j,-0.119860+1.284898j,-0.145260+1.481656j,-0.170662+1.722926j,-0.187175+1.897825j,-0.229009+2.435007j,-0.254560+2.813034j,-0.291995+3.420835j,-0.324189+4.022018j,-0.366178+4.866777j,-0.400065+5.681188j,-0.436735+6.669584j,-0.472616+7.800641j,-0.009569-0.860833j,-0.004201-1.110936j
0.001086+0.421474j,0.001117+0.417618j,0.000613+0.399061j,0.001228+0.414592j,0.001861+0.393491j,0.002207+0.370177j,0.001641+0.410457j,0.002386+0.360275j,0.002733+0.312767j,0.002815+0.304171j,0.003119+0.216303j,0.003323+0.087789j,0.002894-0.308357j,0.003469-0.068237j,0.003093-0.307044j,0.003523-0.079772j,0.003646-0.082936j,0.003140-0.312119j,0.002271-0.626627j,0.000407-0.972130j,0.003490-0.312492j,0.003589-0.309877j,0.000197-0.964891j,0.000308-0.968974j,0.000292-0.961839j,0.000292-0.958711j,-0.003262-1.307286j,0.000317-0.948526j,-0.003393-1.298394j,-0.008292-1.459154j,-0.008368-1.461683j,-0.012378-0.999158j,-0.008809-1.444504j,-0.009051-1.439219j,-0.013246-0.965690j,-0.013518-0.946098j,-0.013875-0.942811j,-0.014235-0.941854j,-0.008564+1.224621j,-0.010534-1.396811j,-0.017627-1.048044j,-0.010703-1.498540j,-0.016930-1.408880j,-0.020614-0.676330j,-0.017306-1.358454j,-0.017638-1.328271j,-0.016895+1.082502j,-0.015343+1.291411j,-0.015921+1.277354j,0.014010+4.955326j,-0.022930-0.633104j,0.014893+4.831609j,-0.017780+1.163409j,0.073062+7.792641j,0.074981+7.619317j,0.015758+4.611483j,-0.029673+0.009436j,0.015594+4.398702j,0.062916+7.136064j,0.014412+4.133386j,0.086239+7.086667j,0.055858+6.186300j,0.092243+7.028286j,0.092221+6.871219j,0.090985+6.640124j,0.092948+6.602814j,0.094820+6.463280j,-0.192111-22.309680j,0.092872+7.008773j,-0.071021-13.149500j,0.154470+4.609983j,-0.064696-11.930815j,-0.070641-12.128590j,-0.068975-11.659820j,-0.063996-10.888087j,-0.779630-67.513080j,-0.782212-64.353153j,-0.068735-10.328087j,-0.068881-10.015221j,-0.068932-9.696591j,-0.068888-9.372889j,-0.290353-23.587345j,-0.068510-8.712285j,-0.067937-8.363342j,-0.067496-8.025041j,-0.067084-7.691651j,-0.066198-7.337076j,-0.065297-6.987047j,-0.064268-6.636254j,-0.063103-6.285253j,-0.061746-5.932263j,-0.061422-5.636669j,-0.058444-5.224065j,-0.057422-4.913680j,-0.056255-4.606679j,-0.052640-4.199649j,-0.050930-3.892261j,-0.048399-3.560822j,-0.046776-3.285625j,-0.043260-2.936543j,-0.040723-2.648388j,-0.037617-2.345614j,-0.035508-2.113833j,-0.032220-1.824881j,-0.029979-1.627826j,-0.027009-1.377965j,-0.023795-1.507517j,-0.071832-0.941269j,-0.018326-0.875095j,-0.016618-0.657009j,-0.015805-0.459670j,-0.014437-0.314288j,-0.005041-0.317324j,-0.012883-0.051962j,-0.013674+0.082982j,-0.014297+0.204066j,-0.018051+0.358374j,-0.021700+0.505134j,-0.019343+0.579005j,-0.034230+0.860190j,-0.038172+1.014707j,-0.051314+1.288331j,-0.061759+1.539459j,-0.080929+1.914210j,-0.096361+2.257549j,-0.116800+2.686190j,-0.140379+3.182426j,0.161094-1.150934j,0.164679-1.306247j
0.001759+0.226044j,0.001796+0.218232j,0.001479+0.274745j,0.001918+0.218335j,0.002220+0.107152j,0.002354+0.036523j,0.002241+0.173820j,0.002423+0.030489j,0.002444-0.067663j,0.002452-0.073248j,0.002248-0.205704j,0.001881-0.365000j,-0.000171-0.712150j,0.001172-0.528574j,-0.000124-0.712040j,0.000978-0.522153j,0.001076-0.524405j,-0.000406-0.693875j,-0.001978-0.841570j,-0.004232-0.883653j,-0.000295-0.690967j,-0.000304-0.688544j,-0.004670-0.850130j,-0.004692-0.844787j,-0.004842-0.841791j,-0.004970-0.836854j,-0.006998-0.583324j,-0.005241-0.831354j,-0.007359-0.578099j,-0.006785+0.189428j,-0.007087+0.185360j,0.000085+1.669452j,-0.007444+0.182678j,-0.007614+0.184998j,-0.000012+1.646962j,0.000025+1.632893j,0.000083+1.629905j,0.000031+1.612989j,0.017212+2.827423j,-0.008806+0.176184j,-0.002540+1.560032j,-0.012537-0.164315j,-0.009449+0.727025j,0.001251+2.045408j,-0.009737+0.701928j,-0.009732+0.708668j,0.020597+3.183397j,0.021472+3.040354j,0.022789+3.085245j,0.036775+1.628307j,0.000773+1.796460j,0.036787+1.445574j,0.024226+2.941325j,-0.034451-8.313940j,-0.036083-8.307809j,0.040963+1.475748j,0.010910+2.441960j,0.040864+1.351525j,0.024485-1.757771j,0.041486+1.334473j,-0.043028-7.880966j,-0.010169-3.700061j,-0.047395-7.868602j,-0.046482-7.626311j,-0.044711-7.293942j,-0.045525-7.195674j,-0.047100-7.112125j,0.067335+9.846513j,0.025747-3.036507j,0.004958+4.424646j,-0.158356-12.912864j,0.002657+3.985539j,0.004086+4.095134j,0.003387+3.934200j,0.001882+3.649204j,0.355312+43.735721j,0.361565+41.575432j,0.002646+3.518459j,0.002572+3.424411j,0.002499+3.328566j,0.002430+3.231137j,0.093166+11.932360j,0.002318+3.032021j,0.002202+2.925059j,0.002185+2.822712j,0.002239+2.722498j,0.002190+2.613150j,0.002207+2.505461j,0.002255+2.397005j,0.002338+2.287843j,0.002440+2.177001j,0.003063+2.090385j,0.002719+1.951041j,0.003306+1.855364j,0.003989+1.759619j,0.003675+1.617386j,0.004400+1.517472j,0.004875+1.404531j,0.006045+1.314135j,0.006258+1.188460j,0.007244+1.087140j,0.007966+0.977128j,0.009765+0.894641j,0.010538+0.786709j,0.012911+0.712889j,0.014175+0.618356j,0.024643+0.631794j,0.009901+0.926200j,0.022812+0.409007j,0.024191+0.334526j,0.025832+0.274388j,0.028823+0.226424j,0.035571+0.169984j,0.035521+0.153827j,0.038846+0.132483j,0.042664+0.116960j,0.045869+0.120003j,0.049520+0.128339j,0.054271+0.116433j,0.056405+0.181724j,0.060453+0.203313j,0.062987+0.268507j,0.065846+0.323704j,0.067562+0.418372j,0.069587+0.496872j,0.070935+0.597445j,0.071991+0.711829j,0.021025-0.420533j,0.017820-0.449229j
0.001774+0.008115j,0.001806-0.000299j,0.001796+0.105349j,0.001886+0.002318j,0.001714-0.149491j,0.001556-0.234893j,0.001983-0.063666j,0.001483-0.234006j,0.001146-0.333905j,0.001081-0.333203j,0.000451-0.437961j,-0.000300-0.533962j,-0.002712-0.595036j,-0.001471-0.599082j,-0.002790-0.584030j,-0.001762-0.580202j,-0.001733-0.579492j,-0.003164-0.561285j,-0.004158-0.409276j,-0.004590-0.064493j,-0.003329-0.557549j,-0.003420-0.555487j,-0.004786-0.039035j,-0.004926-0.030607j,-0.005046-0.031266j,-0.005177-0.031677j,-0.002982+0.620296j,-0.005454-0.032501j,-0.003180+0.615808j,0.003186+1.400943j,0.003008+1.404233j,0.010450+1.383785j,0.003204+1.390746j,0.003287+1.379405j,0.011066+1.343540j,0.011300+1.326394j,0.011554+1.308534j,0.011917+1.314775j,-0.004838-2.564963j,0.003865+1.322623j,0.013856+1.622301j,-0.001454+1.082968j,0.008034+1.653196j,0.018135+1.524624j,0.008014+1.577552j,0.008263+1.549783j,0.016201-0.562756j,0.015011-0.692902j,0.015573-0.696261j,-0.029285-5.382658j,0.019402+1.322702j,-0.029168-5.084468j,0.016989-0.649672j,0.002442+3.603378j,0.002758+3.641499j,-0.032576-4.959142j,0.030451+1.155880j,-0.031661-4.634615j,-0.066081-5.550755j,-0.030929-4.367062j,0.003843+3.517088j,-0.004274-0.127984j,0.005011+3.543142j,0.004360+3.422899j,0.003487+3.256422j,0.003494+3.210020j,0.003886+3.195036j,-0.014764-2.514629j,-0.087506-4.740357j,0.002665-0.661958j,0.062435+9.845742j,0.003098-0.594014j,0.003103-0.619247j,0.003292-0.595957j,0.003508-0.549851j,-0.083363-18.797977j,-0.089118-17.858069j,0.003908-0.545214j,0.004072-0.534738j,0.004243-0.524091j,0.004423-0.513305j,-0.010443-3.671385j,0.004807-0.491389j,0.005023-0.479181j,0.005238-0.468025j,0.005457-0.457450j,0.005703-0.445098j,0.005955-0.433176j,0.006220-0.421161j,0.006498-0.409039j,0.006792-0.396553j,0.007040-0.389802j,0.007434-0.370427j,0.007732-0.361557j,0.008044-0.352789j,0.008512-0.331420j,0.008876-0.321077j,0.009305-0.306684j,0.009676-0.298762j,0.010212-0.278969j,0.010685-0.266205j,0.011238-0.249114j,0.011687-0.241692j,0.012328-0.221958j,0.012793-0.216603j,0.013471-0.198367j,0.012547-0.255959j,0.000990-0.228038j,0.014972-0.177359j,0.016096-0.153452j,0.016973-0.130394j,0.017759-0.117324j,0.016696-0.131435j,0.019395-0.092691j,0.020308-0.078537j,0.021177-0.067352j,0.022225-0.051406j,0.023219-0.038769j,0.023470-0.036741j,0.025389-0.012716j,0.026211-0.005904j,0.027635+0.009380j,0.028765+0.019368j,0.030547+0.034702j,0.032046+0.044414j,0.034017+0.055793j,0.036476+0.067129j,-0.023864-0.054226j,-0.024995-0.052306j
